ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,count,dates,playlists_found
3GlQVf7QbQv1bro2mPL3K4,Crazy Clientele,71.0,185.0,"1RyvyyTE3xzB2ZywiAwp0i, 0iEtIxbK0KxaSlF7G42ZOp",2024-04-12,189160.0,0.0845,0.741,0.574,0.00157,0.259,-5.577,0.0716,156.091,0.38,1.0,1.0,4.0,2.0,"2024-05-09, 2024-04-12","Daily Lift, Hip-Hop Controller"
0AyY8MxDo1xasovQD79Man,Head Melodies,8.0,0.0,"24CgJHK6T7C5OmUbiLLMjJ, 31W5EY0aAly4Qieq6OFu6I",2023-11-10,231111.0,0.499,0.753,0.488,0.0,0.161,-8.617,0.282,134.951,0.487,2.0,0.0,4.0,2.0,"2024-05-09, 2024-04-12","B.A.E., Hip-Hop Controller"
0lOQaZwX9AkAiSvObh4G70,All to Myself,76.0,185.0,"1RyvyyTE3xzB2ZywiAwp0i, 0iEtIxbK0KxaSlF7G42ZOp, 1Xyo4u8uXC1ZmMpatF05PJ",2024-04-12,254320.0,0.0623,0.734,0.539,1.54e-05,0.309,-7.244,0.0429,117.98,0.18,4.0,0.0,4.0,2.0,"2024-05-09, 2024-04-12","Daily Lift, Hip-Hop Controller"
25I47y2Jo5Ugqkrt4cMlme,GET A GRIP,55.0,185.0,"4rjJpumNzqRUf75vCzSlQb, 13ubrt8QOOCPljQ2FL1Kca",2023-09-29,77391.0,0.38,0.78,0.731,0.0,0.354,-7.872,0.128,137.875,0.944,11.0,1.0,4.0,2.0,"2024-05-09, 2024-04-12","Westside Story, Hip-Hop Controller"
0AcuvNq4yAuLJ5SLeyYOFo,Waiting (feat. Kelli-Leigh),44.0,183.0,"0QaSiI5TLA4N7mcsdxShDO, 79PzyYqAyunWsVH4tY4vpr, 0m6f0nNS9GEq41eIJ288ff",2023-05-12,231733.0,0.0317,0.521,0.877,0.0553,0.136,-3.175,0.0582,174.014,0.0388,9.0,0.0,4.0,2.0,"2024-05-09, 2024-04-12","Heart Beats, creamy"
3boRJTCXt9D0MVaDdMyD0r,34:an,18.0,0.0,23z00NPQmiYxmpZSiDlQAE,2023-12-08,115000.0,0.13,0.652,0.847,0.0,0.297,-4.788,0.308,215.861,0.942,11.0,0.0,4.0,2.0,"2024-05-09, 2024-04-12",30 km/h
6X7ZliHk4O8Q7JBMQE7Rmz,NUDELINUDES - MADNEZZ REMIX,45.0,185.0,"23z00NPQmiYxmpZSiDlQAE, 3loTvAld5Tpk5aSNbboGpj, 5lmx6s9v76pWT7alLaiL9b",2024-04-12,146666.0,0.28,0.565,0.792,0.0,0.223,-6.094,0.307,167.878,0.666,2.0,1.0,4.0,2.0,"2024-05-09, 2024-04-12",30 km/h
1kTWMMX7LjK8a2GnpKVRlM,Below The Belt (feat. Set It Off),57.0,185.0,"5Vp7LqcfAtx2U1RfIX8i7r, 06bDwgCHeMAwhgI8il4Y5k",2023-10-13,192054.0,0.00138,0.583,0.91,0.0,0.0876,-4.58,0.0517,119.016,0.343,0.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05","VOLUME, Hard Rock"
2q761Wyz5BfA1Emy3t4vsI,NYC,52.0,185.0,"6g67HuwuliYaN3y0I3C3o8, 2aV3s66tX4LZoBOzOsebZQ",2024-01-24,111000.0,0.579,0.614,0.197,0.631,0.13,-10.24,0.0417,80.079,0.265,3.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05","Chill Gaming, Jazz Vibes"
6ieR62VPMIZGOwB8LeO9Th,I´m Not Your Girl,27.0,185.0,"2AAJ99uA6YnG8XgqBmFDnd, 29QsRvznF9E1oeAZFrhTfq",2024-03-08,220440.0,0.593,0.552,0.655,0.0,0.144,-7.101,0.0534,166.862,0.718,8.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05","Nordic Folk, Made in Sweden"
32aeRhnsILUPSbPiH5x62t,The Sound of Silence - CYRIL Remix,64.0,1.0,"3TOqt5oJwL9BE2NG9MEwDa, 11kt6ggsdxvI8MhyeSMKom",2024-02-02,185238.0,0.123,0.68,0.721,0.0,0.162,-4.379,0.188,125.963,0.244,6.0,0.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05","VOLUME, Heart Beats, Hard Rock"
60jiLoF3SXocwFp0yTa9eZ,Departure,30.0,185.0,"3gPzywCcsWpiH9alPFXPaZ, 5jjt3rudOSHIajX5YEnAGv",2024-03-01,222750.0,0.164,0.635,0.747,2.09e-06,0.276,-4.563,0.0293,120.045,0.471,9.0,0.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05",Nordic Folk
3ZaEs1O8BG581qYPHpQ8d6,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),85.0,185.0,"13ubrt8QOOCPljQ2FL1Kca, 6Xb4ezwoAQC4516kI89nWz, 5vSQUyT33qxr1xAX2Tkf3A",2023-08-18,190285.0,0.0831,0.47,0.652,4.08e-05,0.175,-9.629,0.0561,141.981,0.104,2.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05","Westside Story, Alternative Hip-Hop, Hip-Hop Controller"
4XF9fk0STp9hx8xn5Suwpz,GTA,74.0,185.0,"1RyvyyTE3xzB2ZywiAwp0i, 0iEtIxbK0KxaSlF7G42ZOp",2024-03-22,233026.0,0.00147,0.851,0.647,0.00251,0.498,-6.336,0.171,126.016,0.318,9.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05","Daily Lift, Hip-Hop Controller"
4XeIiGpUBshIfs9yrBDVZC,The Last Goodbye,64.0,185.0,"21mKp7DqtSNHhCAU2ugvUw, 55U998XxmxjicLMKDSz6R3",2022-02-08,358983.0,0.00747,0.662,0.918,0.00219,0.125,-2.71,0.0765,114.978,0.143,9.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05","Chill Tracks, creamy"
1xwvjqcwflD2NEqRCNcCo2,WTFYM,73.0,185.0,"1RyvyyTE3xzB2ZywiAwp0i, 0iEtIxbK0KxaSlF7G42ZOp",2024-03-22,292600.0,0.373,0.81,0.587,0.0,0.116,-6.336,0.287,147.925,0.628,5.0,0.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05","Daily Lift, Hip-Hop Controller"
3tI9Nc1gHcstyY5frjJnXH,Sakura,41.0,185.0,"3AqRITBdB7bKbE7aNOVx6g, 788qKGMEh4hfYUTy8yANRC",2023-05-19,132134.0,0.313,0.496,0.579,0.00486,0.108,-8.075,0.225,177.94,0.519,5.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05",creamy
3ELv6VNvmTiF6OaS0eGO4p,Trust No One,39.0,185.0,4yBK75WVCQXej1p04GWqxH,2023-11-02,164962.0,0.0574,0.766,0.558,0.0,0.142,-7.843,0.234,152.073,0.187,10.0,0.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-05","Gold School, Out The Mud"
1ls2PNiOHOxmSfHRyslgAl,Shiver,76.0,185.0,"7kNqXtgeIwFtelmRjWv205, 4yX6mpMyBGf9UfvBB8JJrc",2024-02-14,234330.0,0.0013,0.537,0.924,3.42e-05,0.108,-4.616,0.034,127.025,0.0623,4.0,0.0,4.0,5.0,"2024-05-09, 2024-04-12, 2024-04-05, 2024-04-10, 2024-05-08","creamy, Heart Beats, Summer House 2024, Cardio"
13d25rq5AA5ppzekwPwtUz,Free Falling,63.0,185.0,4IWBUUAFIplrNtaOHcJPRM,2024-01-26,173400.0,0.512,0.319,0.394,2.74e-05,0.109,-8.661,0.0318,112.254,0.213,6.0,1.0,1.0,8.0,"2024-05-09, 2024-04-12, 2024-04-05, 2024-04-30, 2024-04-16, 2024-04-25, 2024-04-15, 2024-04-24","Contemporary Blend, Warm Fuzzy Feeling, v o K a l"
64wEOlCnjWxwRevRrXl3ot,Jeg vil ha (Parlamentet),66.0,183.0,"5sO8Yr7zER5JhiWVpjjgd8, 66aKUYvwgllTvHd5JL2uwb",2024-01-19,183615.0,0.0107,0.679,0.813,0.000699,0.413,-7.528,0.115,129.985,0.323,11.0,0.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-04-05, 2024-05-03",30 km/h
2rAB0mDHnaOnfvFmaWUx0j,DNA (Loving You) [feat. Hannah Boleyn] [Levity Remix],45.0,184.0,"0kmovylAP20DMJhS3BE2CO, 1PbO7aQiVeKbGp8GYWDL9C, 6EP96GaItADv1rNqR2oGIR",2023-12-08,176516.0,0.0284,0.569,0.887,0.0414,0.37,-5.404,0.0964,155.027,0.688,2.0,1.0,4.0,5.0,"2024-05-09, 2024-04-12, 2024-04-05, 2024-05-03","Happy Beats, mint, creamy"
6NJYGSDR7I0Bz7NlUhmlxE,100+ (feat. Lil Baby),37.0,185.0,"3j8KnvnrydBHrj5y4BblMp, 4FlG0V0jhLO4qGpayFOphj, 5DZRcxS14ntEBa4mAJkikV, 5f7VJjfbwm532GiveGC0ZK",2023-07-14,179224.0,0.00677,0.77,0.694,0.0,0.228,-6.442,0.111,149.959,0.349,1.0,1.0,4.0,5.0,"2024-05-09, 2024-04-12, 2024-04-05, 2024-05-03","Hip-Hop Controller, Out The Mud, Get Turnt"
58BFQlOjR0A3K48J6QAz6O,Bae,60.0,183.0,1GVenmuuAtusi17LY6FvgI,2023-09-29,137142.0,0.668,0.796,0.522,0.0,0.357,-7.027,0.321,77.015,0.489,2.0,1.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-04-05, 2024-05-03","New Music Friday, Most Necessary, Hip-Hop Controller"
0fyP96TikhD9sM4eKqw5Yp,dangerous,72.0,185.0,"1URnnhqYAYcrqrcwql10ft, 3hcs9uc56yIGFCSy9leWe7, 0iEtIxbK0KxaSlF7G42ZOp",2024-01-12,265305.0,0.0657,0.753,0.837,0.0,0.151,-4.673,0.278,151.949,0.589,5.0,0.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-04-05, 2024-05-03","Hip-Hop Controller, Alternative Hip-Hop, Get Turnt, Daily Lift"
0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],84.0,183.0,"0iEtIxbK0KxaSlF7G42ZOp, 1RyvyyTE3xzB2ZywiAwp0i, 7bXgB6jMjp9ATFy66eO08Z",2022-12-02,182666.0,0.138,0.709,0.583,2.97e-06,0.195,-5.298,0.204,116.624,0.533,5.0,0.0,4.0,7.0,"2024-05-09, 2024-04-12, 2024-04-05, 2024-05-05, 2024-04-08","Big Mood, Daily Lift, Get Turnt, Hip-Hop Controller"
3OxL6MuctgZp1e0zxoAZhH,Young Metro,83.0,185.0,"1RyvyyTE3xzB2ZywiAwp0i, 0iEtIxbK0KxaSlF7G42ZOp, 1Xyo4u8uXC1ZmMpatF05PJ",2024-03-22,205346.0,0.11,0.716,0.664,0.0,0.11,-7.297,0.0571,112.054,0.209,6.0,0.0,4.0,8.0,"2024-05-09, 2024-04-12, 2024-04-05, 2024-05-05, 2024-05-07, 2024-04-23, 2024-05-08","Daily Lift, Get Turnt, RapCaviar, Hip-Hop Controller"
6Y4rniIxibegzsg8cdWAWV,BODYGUARD,83.0,185.0,6vWDO969PvNqNYHIOW5v0m,2024-03-29,240254.0,0.0137,0.726,0.779,0.000235,0.365,-5.432,0.0551,119.031,0.539,4.0,0.0,4.0,5.0,"2024-05-09, 2024-04-12, 2024-04-08, 2024-04-15, 2024-04-24","Summer Vibes, Pop Right Now, Mother's Day, Good Vibes, Chill Pop"
5Se32hEA9raeboZerywxka,You Broke My Heart,78.0,183.0,3TVXtAsR1Inumwj472S9r4,2023-11-17,230709.0,0.203,0.465,0.7,0.0,0.299,-5.163,0.0893,120.854,0.276,10.0,0.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-10","Spilled Ink, Mother's Day, All The Feels"
1AA8Uqpa1CbUmopvzmUjFp,I Found You,51.0,183.0,"0QaSiI5TLA4N7mcsdxShDO, 4yX6mpMyBGf9UfvBB8JJrc",2023-05-09,176548.0,0.156,0.479,0.868,0.0202,0.092,-2.673,0.0386,173.789,0.0989,9.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-10","Heart Beats, creamy"
5HM5trJxTouv3eUVcbW8sh,Sensational (feat. Davido & Lojay),67.0,184.0,"7bXgB6jMjp9ATFy66eO08Z, 0Y3agQaa6g2r0YmHPOO9rh, 3ONGmday8YN8AkbsRk01iL",2023-10-20,231109.0,0.108,0.774,0.611,0.0,0.116,-7.077,0.126,100.011,0.808,6.0,1.0,4.0,6.0,"2024-05-09, 2024-04-12, 2024-04-11, 2024-04-26, 2024-04-04","Summer Vibes, Big Mood, Get Turnt, Afro Bars "
4Dx4e0X5dR6TW85dtFU42x,Red Leather,78.0,185.0,"1RyvyyTE3xzB2ZywiAwp0i, 0iEtIxbK0KxaSlF7G42ZOp, 6l3HvQ5sa6mXTsMTB19rO5",2024-04-12,414893.0,0.51,0.676,0.607,0.00143,0.12,-4.792,0.372,170.047,0.601,6.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-16","No Cap, Daily Lift, Hip-Hop Controller"
6J9ULUfgdVZfWnofbtLkfh,All My Life,75.0,185.0,"1RyvyyTE3xzB2ZywiAwp0i, 0iEtIxbK0KxaSlF7G42ZOp, 5f7VJjfbwm532GiveGC0ZK",2024-04-12,190866.0,0.141,0.828,0.623,1.79e-05,0.555,-5.687,0.408,137.049,0.225,2.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-16","No Cap, Daily Lift, Hip-Hop Controller"
0LXrihCLToJ1l9HlIufKSA,'02 Lakers,53.0,185.0,"6qxpnaukVayrQn6ViNvu9I, 6sacEP77oivRMuZRlOuSCr",2023-11-17,163715.0,0.0212,0.953,0.604,0.0,0.103,-7.707,0.339,123.937,0.677,10.0,0.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-04-16","No Cap, New Music Friday, Get Turnt, Hip-Hop Controller"
0SdpzQRdK8BdSV57rn6AZZ,Drink N Dance,76.0,185.0,"1RyvyyTE3xzB2ZywiAwp0i, 0iEtIxbK0KxaSlF7G42ZOp",2024-04-12,220626.0,0.172,0.766,0.598,2.66e-05,0.123,-6.339,0.043,124.915,0.326,7.0,0.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-16","No Cap, Daily Lift, Hip-Hop Controller"
2PmMh2t7jAtN6cqFooA0Xy,JOLENE,81.0,185.0,6vWDO969PvNqNYHIOW5v0m,2024-03-29,189638.0,0.532,0.567,0.812,0.0,0.73,-5.434,0.164,106.179,0.853,11.0,0.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-29","Summer Vibes, Mother's Day, Breakout Country"
7cPPeSxJ1VNAzUFH3Ms4Tm,TEXAS HOLD 'EM,72.0,183.0,6vWDO969PvNqNYHIOW5v0m,2024-02-09,233456.0,0.573,0.729,0.721,0.0,0.148,-6.558,0.0726,109.997,0.387,2.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-04-29","Summer Vibes, Mother's Day, Breakout Country"
0hCNHNnXTpUXsTpi7C8RsC,Nightmare (The Devil),58.0,185.0,10Z7WzKMeIdNBKexi1YarP,2024-02-23,201110.0,0.00463,0.491,0.829,0.0,0.116,-4.485,0.0564,147.002,0.33,3.0,0.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-05-03","VOLUME, Hard Rock"
61svLjB9BCjdtkUtqbDSXp,Cruise Control,63.0,183.0,"4pfy05cNNTacuOQ6SiSu4v, 0vqJkZ0RpLZixt3lTmD8vP",2024-03-29,155486.0,0.155,0.588,0.784,0.00153,0.181,-5.994,0.0599,150.038,0.374,11.0,0.0,5.0,3.0,"2024-05-09, 2024-04-12, 2024-05-03","New Dance Pop, Main Stage, Cardio"
6sxBh5RVUA3IP5i93WLIDn,Let Go,31.0,185.0,3ZwQaquUgrZdqoWDtVUUMY,2023-12-15,161933.0,0.0719,0.498,0.605,0.0103,0.147,-6.811,0.0303,143.221,0.556,11.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-05-03",Nordic Folk
3qm3IN6Yx53r3NIououTey,Gracious,68.0,185.0,"1RyvyyTE3xzB2ZywiAwp0i, 0iEtIxbK0KxaSlF7G42ZOp, 7c0XG5cIJTrrAgEC3ULPiq",2024-04-12,186360.0,0.585,0.62,0.638,0.0285,0.207,-6.769,0.0702,136.035,0.509,2.0,0.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-05-03","Westside Story, Daily Lift, Hip-Hop Controller"
3yGpcjSuAiNofSrnsgzNRk,Jiggy Woogie,55.0,185.0,"1l2ekx5skC4gJH8djERwh1, 738wLrAtLtCtFOLvQBXOXp, 3yIk29nEyIjpijSSOX1EII",2024-03-08,140495.0,0.0959,0.768,0.975,5.5e-05,0.225,-5.478,0.182,125.952,0.661,10.0,0.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-05-03","Pepplåtar till träningspasset, Nasty Bits, Main Stage"
7Fwp8SLqJ3NU6L8ZitD6AY,wishing well,41.0,185.0,"7J3jiKIiROsYOlJeEml34X, 08v1r0jqDyvSo2LtSqHxcy",2024-03-29,122000.0,0.233,0.786,0.695,0.0275,0.0881,-4.757,0.0477,120.014,0.839,2.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-05-03",creamy
20uBNCshRN9fKeE3dHRXST,I Don't Wanna Be Saved (feat. Tay Keith),66.0,185.0,"3DbwFQlvLxRSi2uX8mf81A, 5xkFVS6IwwgHEAaRzXc9U3",2023-12-01,157523.0,0.127,0.792,0.661,0.0,0.144,-5.847,0.35,159.954,0.728,9.0,1.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-05-03","Get Turnt, Most Necessary, Hip-Hop Controller"
1LgfBZnwX0IDLNrVbMZbzV,ROOM IS ON FIRE (feat. AG Club),55.0,184.0,"0vqJkZ0RpLZixt3lTmD8vP, 2FwJwEswyIUAljqgjNSHgP, 22KyrgRdE2K6aB5wtZls3c",2024-03-08,189728.0,0.0322,0.907,0.66,0.0165,0.0801,-5.699,0.261,122.055,0.747,0.0,1.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-05-03","Westside Story, New Dance Pop, Main Stage, Cardio"
1VKDQlo1k2ObpufovXHagN,GIRL$,57.0,185.0,"1W2Fv4YUnjC8hx2qQd6fGh, 6oFs3qk4VepIVFdoD4jmsy, 5bRLeMl4Tnozmg9wR1pY7y",2024-03-28,132999.0,0.00138,0.531,0.857,1.08e-06,0.578,-3.88,0.133,135.097,0.404,10.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-05-03","New Noise, Hard Rock"
7JnN2GeisFVdQjghlVbWQD,Alibi (feat. Rudimental) - The Other Girl Version,52.0,184.0,"7nDsS0l5ZAzMedVRKPP8F1, 7o95ZoZt5ZYn31e9z1Hc0a, 4WN5naL3ofxrVBgFpguzKo",2024-04-05,184851.0,0.156,0.527,0.781,2.19e-06,0.436,-3.135,0.036,87.017,0.601,0.0,0.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-05-03","Cardio, New Dance Pop, Main Stage, UK House Music"
0uR4Uhv8MiGJOYHPh0ZaB1,anywhere but here,43.0,185.0,7J3jiKIiROsYOlJeEml34X,2024-02-02,131612.0,0.00605,0.604,0.847,0.936,0.0966,-4.48,0.0347,124.143,0.239,5.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-05-03",creamy
5Ca0AImQSQzjGdUYrXTTfV,CFWM (Can’t F*** With Me) [feat. Skilla Baby],54.0,183.0,"5lbW0rNhFyCiSlClBMYbki, 1GVenmuuAtusi17LY6FvgI",2024-04-10,150666.0,0.088,0.716,0.484,1.86e-06,0.112,-8.423,0.135,180.069,0.163,0.0,1.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-05-03, 2024-04-16","No Cap, New Music Friday, Hip-Hop Controller"
3CWXBLm0HSyJQIoTCFM12e,Crossed Out,71.0,185.0,"1RyvyyTE3xzB2ZywiAwp0i, 0iEtIxbK0KxaSlF7G42ZOp",2024-04-12,142813.0,0.0152,0.739,0.737,2.57e-06,0.168,-4.914,0.189,157.983,0.14,1.0,1.0,4.0,3.0,"2024-05-09, 2024-04-12, 2024-05-05","Daily Lift, Get Turnt, Hip-Hop Controller"
6AcT7whSpUEaCncx24QFml,No Lowkey,50.0,184.0,"6mhw1MMBwP4wlOmYM3x9bp, 64k5e9kV9MdukXjFrR5R37, 2YkhzcYyxJvtl5W6pY0PuF",2024-04-09,139200.0,0.0646,0.868,0.754,0.0,0.0921,-5.377,0.35,99.923,0.35,11.0,1.0,4.0,15.0,"2024-05-09, 2024-04-12, 2024-05-05, 2024-04-11, 2024-04-09, 2024-04-28, 2024-05-07, 2024-04-10, 2024-04-16, 2024-04-26, 2024-05-02, 2024-04-22, 2024-05-08, 2024-04-25, 2024-04-15",KrOWN
0zbGWzQkLY5wn4xyiLYEi0,Glizock & Wizop (feat. Key Glock),59.0,184.0,"13y7CgLHjMVRMDqxdx0Xdo, 0RESbWvOMyua0yuyVrztJ5",2023-10-13,192508.0,0.0107,0.909,0.564,0.0,0.109,-7.483,0.31,146.94,0.548,2.0,1.0,4.0,6.0,"2024-05-09, 2024-04-12, 2024-05-05, 2024-04-16, 2024-04-26, 2024-04-08","No Cap, Get Turnt, Hip-Hop Controller"
1c7MITQmNJTrvfbDSzWT6x,Climate (feat. Offset),71.0,185.0,"6qxpnaukVayrQn6ViNvu9I, 4DdkRBBYG6Yk9Ka8tdJ9BW",2023-12-01,170106.0,0.0256,0.96,0.749,0.0,0.0889,-3.881,0.251,124.563,0.703,11.0,0.0,4.0,6.0,"2024-05-09, 2024-04-12, 2024-05-05, 2024-04-16, 2024-04-26, 2024-04-08","Hip-Hop Controller, New Music Friday, B.A.E., Get Turnt, No Cap"
4b8zFITxLmN0rIbhuj5wub,RNS,56.0,183.0,"7jAs1uPnpfNmT6e5qtEPxq, 0VRj0yCOv2FXJNP47XQnx5",2024-01-26,138856.0,0.00484,0.919,0.688,0.0,0.0897,-4.954,0.354,140.011,0.833,8.0,1.0,4.0,6.0,"2024-05-09, 2024-04-12, 2024-05-05, 2024-04-26, 2024-04-08","Daily Lift, Get Turnt, Hip-Hop Controller"
0mxMMetknt24PVQxAHwXAZ,URRRGE!!!!!!!!!! (feat. A$AP Rocky),74.0,185.0,"5cj0lLjcoR7YOSnhnX0Po5, 13ubrt8QOOCPljQ2FL1Kca",2024-04-05,152653.0,0.00947,0.944,0.653,0.000124,0.178,-7.781,0.182,120.069,0.428,1.0,1.0,4.0,6.0,"2024-05-09, 2024-04-12, 2024-05-05, 2024-05-02, 2024-05-01","Spilled Ink, Westside Story, Hip-Hop Controller"
6YnVpGLg1ZWcFmWTRQkV5G,Sticks & Stones,53.0,185.0,"6C1ohJrd5VydigQtaGy5Wa, 67gqUXxHedeUGDTxwBzdjS",2024-03-01,224415.0,0.398,0.625,0.697,0.0,0.11,-9.311,0.399,154.253,0.711,1.0,0.0,4.0,5.0,"2024-05-09, 2024-04-12, 2024-05-05, 2024-05-06, 2024-04-26","Spilled Ink, Hip-Hop Controller"
3EoGwCrxAQ8V0jGgsrHBvq,Girls Night Out,21.0,185.0,"02rd0anEWfMtF7iMku9uor, 4sIl4BTo9l9KqEi0Y3RE72, 2WV4xLQooFalR2cit0XSKp, 6Iz3eq2aQGFf7TbGT2iahL",2023-10-27,184675.0,0.365,0.634,0.604,0.0,0.116,-6.245,0.0403,187.914,0.928,10.0,1.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-05-06, 2024-05-03","Country by the Grace of God, New Traditions Country Heroes, Mother's Day"
6kcjECjGff27bbXZ4fILFa,Three Little Pigs,52.0,185.0,6C1ohJrd5VydigQtaGy5Wa,2024-03-22,191146.0,0.134,0.714,0.68,0.00197,0.63,-7.385,0.254,77.193,0.559,11.0,0.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-05-06, 2024-05-05","Spilled Ink, Hip-Hop Controller"
3UDor25dsBp55meFUeOpx2,I Love This Feeling,49.0,185.0,20qISvAhX20dpIbOOzGK3q,2023-09-14,197519.0,0.104,0.567,0.875,0.0,0.359,-3.953,0.394,185.994,0.81,2.0,1.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-05-06, 2024-05-05","Gold School, Spilled Ink"
6R7huB68Jl4HRYzDj5UOV7,I Didn't Go,55.0,185.0,"6C1ohJrd5VydigQtaGy5Wa, 06S3fr7xEES7e3QPXhu3ay, 1HwM5zlC5qNWhJtM00yXzG",2024-03-22,348352.0,0.0926,0.494,0.573,0.0,0.156,-9.74,0.452,80.027,0.502,0.0,1.0,4.0,5.0,"2024-05-09, 2024-04-12, 2024-05-06, 2024-05-05","Hip-Hop Controller, Spilled Ink, Hard Rock"
2ut4BOQSqxLpcX5MtPjzYa,Evil Ways (feat. J. Cole),66.0,183.0,"3TVXtAsR1Inumwj472S9r4, 6l3HvQ5sa6mXTsMTB19rO5",2023-11-17,227692.0,0.0508,0.56,0.784,0.0,0.221,-5.304,0.301,78.161,0.25,1.0,1.0,4.0,5.0,"2024-05-09, 2024-04-12, 2024-05-06, 2024-05-05","Spilled Ink, Mother's Day, Hip-Hop Controller"
5Mc8XDfGQCMkOEZm9rS1cE,Red Button,61.0,183.0,3TVXtAsR1Inumwj472S9r4,2023-11-17,160049.0,0.155,0.455,0.707,0.0,0.132,-5.765,0.179,114.47,0.393,0.0,1.0,5.0,4.0,"2024-05-09, 2024-04-12, 2024-05-06, 2024-05-05","Spilled Ink, Mother's Day"
5uTQKPRk3rfOOt97WIHf8f,Never Die (feat. Lil Wayne),49.0,185.0,"20qISvAhX20dpIbOOzGK3q, 55Aa2cqylxrFIXC767Z865",2023-09-14,190067.0,0.288,0.763,0.964,0.0,0.364,-3.292,0.249,95.009,0.325,2.0,0.0,4.0,4.0,"2024-05-09, 2024-04-12, 2024-05-06, 2024-05-05","Gold School, Spilled Ink"
4w2Furap0ZzaiK4J14E9sR,Think U The Shit (Fart),78.0,183.0,3LZZPxNDGDFVSIPqf4JuEf,2024-01-26,141639.0,0.0385,0.966,0.549,0.000264,0.0806,-6.647,0.206,122.105,0.316,9.0,1.0,4.0,9.0,"2024-05-09, 2024-04-13, 2024-04-03, 2024-04-14, 2024-04-06, 2024-04-07, 2024-04-23, 2024-04-16, 2024-04-08","Pop Right Now, Hip-Hop Controller, Signed XOXO, State of Mind, RapCaviar"
5ZDIwpR2JMwuRM8xumtmxn,Down With Me,71.0,183.0,4Ga1P7PMIsmqEZqhYZQgDo,2024-01-04,120034.0,0.112,0.712,0.588,0.0,0.21,-5.332,0.0543,114.929,0.471,9.0,0.0,4.0,11.0,"2024-05-09, 2024-04-13, 2024-04-03, 2024-05-03, 2024-04-06, 2024-04-07, 2024-04-29, 2024-04-30, 2024-04-23, 2024-04-28, 2024-04-08","Hip-Hop Controller, B.A.E., Get Turnt, State of Mind, RapCaviar"
1xWkeSPhf3bZqHY7Ncz8vp,500lbs,77.0,183.0,4Ga1P7PMIsmqEZqhYZQgDo,2023-07-21,144390.0,0.098,0.724,0.779,0.0,0.127,-5.412,0.0807,123.013,0.53,7.0,0.0,4.0,13.0,"2024-05-09, 2024-04-13, 2024-04-03, 2024-05-03, 2024-04-06, 2024-04-07, 2024-05-05, 2024-04-29, 2024-05-07, 2024-04-30, 2024-04-23, 2024-04-28, 2024-04-08","Hip-Hop Controller, B.A.E., Get Turnt, State of Mind, RapCaviar"
